INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('20', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('21', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('22', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('23', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('24', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('25', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('26', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('27', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('28', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('29', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('30', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('31', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('32', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('33', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('34', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('35', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('36', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('37', '125', '3', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '1', '-490.25', '-587.63', '-202.5', '152.5', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '117', '-152.25', '-172.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '118', '-138.63', '-185.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '119', '-124.38', '-193.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '120', '-71.13', '-217.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '121', '-62', '-222', '5.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '122', '-69.75', '-219', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '123', '-79.38', '-215', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '124', '-102', '-205.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '125', '-112.13', '-201', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '126', '-122.88', '-196.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '127', '-134.25', '-189.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '128', '-143.38', '-183.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '129', '-150.88', '-182.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '130', '-158.5', '-183.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '131', '-157.38', '-173.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '132', '-156.88', '-162.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '133', '-155', '-148.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '134', '-152.38', '-131.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '135', '-160', '-121', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '136', '-116', '-98.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '137', '-101.5', '-89.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '138', '-78', '-70.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '139', '-44', '-60', '3.8', '2.25', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '140', '-42.75', '-11.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '141', '-43', '9.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '142', '-47.88', '19.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '143', '-28.88', '30.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '144', '7.88', '59.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '145', '20.75', '69.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '146', '33', '77', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '147', '40.5', '49.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '148', '46.75', '3.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '149', '51', '-8.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '150', '64', '-21', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '151', '51.13', '-37', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '152', '27', '-61', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '153', '2.5', '-85.38', '-7.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '154', '-1.5', '-71', '-7.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '155', '-2', '-59.63', '-7.63', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '156', '0.13', '-46.38', '-10.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '157', '-42.63', '-18.38', '0', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '158', '-46.88', '-49.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '159', '-69.25', '-64.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '160', '-92.5', '-84', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '161', '-130', '-111.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '162', '-146.88', '-124.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '163', '-150.25', '-134.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '164', '-154.25', '-150.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '165', '-153.25', '-161.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '166', '-150.75', '-174.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '167', '-138.63', '-185.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '168', '-124.38', '-193.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '169', '-81.88', '-212.63', '10.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '170', '-71.13', '-217.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '171', '-62', '-222', '5.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '172', '-69.75', '-219', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '173', '-79.38', '-215', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '174', '-101.88', '-205.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '175', '-111.88', '-201', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '176', '-122', '-196.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '177', '-136.25', '-188.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '178', '-145.38', '-182.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '179', '-158.5', '-183.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '180', '-157.25', '-170.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '181', '-156.63', '-159.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '182', '-155.13', '-148.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '183', '-152.25', '-131.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '184', '-160', '-121', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '185', '-116', '-98.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '186', '-102', '-90', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '187', '-78.75', '-71.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '188', '-44', '-60', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '189', '-42.75', '-12.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '190', '-42.88', '7', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '191', '-47.63', '17.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '192', '-51.75', '25.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '193', '-29', '30.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '194', '7.38', '59.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '195', '20.38', '69.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '196', '33', '77', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '197', '40.63', '48.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '198', '47', '2', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '199', '49', '-5.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '200', '64', '-21', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '201', '51.13', '-37', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '202', '27', '-61', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '203', '1.38', '-86.5', '-7.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '204', '-1.88', '-71.75', '-7.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '205', '-2.13', '-63.38', '-7.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '206', '-42.63', '-18.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '207', '-47', '-49.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '208', '-69.5', '-64.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '209', '-92.38', '-83.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '210', '-130', '-111.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '211', '-146.88', '-124.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '212', '-150.25', '-134.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '213', '-154.25', '-150.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '214', '-153.25', '-161.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '215', '-152.25', '-172.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '216', '-138.38', '-185.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '217', '-124.25', '-193.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '218', '-91.75', '-208', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '219', '-81.25', '-212.88', '10.25', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '220', '-70.88', '-217.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '221', '-62', '-222', '5.5', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '222', '-69.63', '-219.13', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '223', '-79.25', '-215', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '224', '-101.88', '-205.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '225', '-112', '-201', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '226', '-122', '-196.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '227', '-136.13', '-188.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '228', '-145.13', '-182.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '229', '-158.5', '-183.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '230', '-157.25', '-170.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '231', '-156.63', '-160', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '232', '-155', '-149', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '233', '-152.25', '-131.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '234', '-160', '-121', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '235', '-115.88', '-98.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '236', '-101.63', '-89.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '237', '-78.38', '-70.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '238', '-44', '-60', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '239', '-42.75', '-12', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '240', '-42.88', '9.5', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '241', '-48', '19.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '242', '-28.63', '30.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '243', '7.88', '59.63', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '244', '20.75', '69.75', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '245', '33', '77', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '246', '40.63', '48.88', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '247', '46.88', '2.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '248', '48.88', '-5.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '249', '64', '-21', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '250', '51.13', '-37', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '251', '27', '-61', '3.8', '0', '45');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '252', '1.5', '-86.25', '-7.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '253', '-2.38', '-69.13', '-7.13', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '254', '-1.75', '-55', '-8.38', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '255', '-42.63', '-18.38', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '256', '-47', '-49.25', '3.75', '-1', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('23', '125', '257', '-69.25', '-64.38', '3.75', '-1', '0');
